"model","pk","fields__order","fields__cart_id","fields__date_added","fields__product","fields__cart","fields__quantity","fields__product_price","fields__ordered","fields__image","fields__variation_category","fields__variation_value","fields__product_name","fields__password","fields__first_name","fields__last_name","fields__phone","fields__username","fields__ip_address","fields__session_key","fields__user_agent","fields__timestamp","fields__path","fields__email","fields__phone_number","fields__date_joined","fields__last_login","fields__is_admin","fields__is_staff","fields__is_active","fields__variations__001","fields__variations__002","fields__is_superadmin","fields__category_name","fields__slug","fields__description","fields__price","fields__images","fields__stock","fields__is_available","fields__category","fields__created_date","fields__modified_date","fields__cat_image","fields__session_data","fields__expire_date","fields__app_label","fields__model","fields__name","fields__action_time","fields__user","fields__payment","fields__order_number","fields__payment_id","fields__payment_method","fields__amount_paid","fields__subject","fields__review","fields__rating","fields__ip","fields__is_ordered","fields__status","fields__created_at","fields__updated_at","fields__address_line_1","fields__address_line_2","fields__profile_picture","fields__city","fields__order_note","fields__order_total","fields__tax","fields__state","fields__country","fields__content_type","fields__codename","fields__object_id","fields__object_repr","fields__action_flag","fields__change_message"
"admin.logentry","142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.534Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","82","Rathan","3",""
"admin.logentry","143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.537Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","81","Rathan","3",""
"admin.logentry","144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.541Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","80","Rathan","3",""
"admin.logentry","145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.545Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","79","Rathan","3",""
"admin.logentry","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.552Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","78","Rathan","3",""
"admin.logentry","147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.556Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","77","Rathan","3",""
"admin.logentry","148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.559Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","76","Rathan","3",""
"admin.logentry","149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.563Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","75","Rathan","3",""
"admin.logentry","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.566Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","74","Rathan","3",""
"admin.logentry","151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.570Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","73","Rathan","3",""
"admin.logentry","152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.573Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","72","Rathan","3",""
"admin.logentry","153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.576Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","71","Rathan","3",""
"admin.logentry","154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.589Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","70","Rathan","3",""
"admin.logentry","155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.594Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","69","Rathan","3",""
"admin.logentry","156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.598Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","68","Rathan","3",""
"admin.logentry","157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.600Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","67","Rathan","3",""
"admin.logentry","158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.603Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","66","Rathan","3",""
"admin.logentry","159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.606Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","65","Rathan","3",""
"admin.logentry","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.608Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","64","Rathan","3",""
"admin.logentry","161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.618Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","63","Rathan","3",""
"admin.logentry","162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.623Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","62","Rathan","3",""
"admin.logentry","163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.625Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","61","Rathan","3",""
"admin.logentry","164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.629Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","60","Rathan","3",""
"admin.logentry","165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.636Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","59","Rathan","3",""
"admin.logentry","166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.639Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","58","Rathan","3",""
"admin.logentry","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.643Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","57","Rathan","3",""
"admin.logentry","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.649Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","56","Rathan","3",""
"admin.logentry","169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.654Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","55","Rathan","3",""
"admin.logentry","170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.657Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","54","Rathan","3",""
"admin.logentry","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.660Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","53","Rathan","3",""
"admin.logentry","172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.664Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","52","Rathan","3",""
"admin.logentry","173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.668Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","51","Rathan","3",""
"admin.logentry","174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.672Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","50","Rathan","3",""
"admin.logentry","175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.675Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","49","Rathan","3",""
"admin.logentry","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.678Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","48","Rathan","3",""
"admin.logentry","177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.684Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","47","Rathan","3",""
"admin.logentry","178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.687Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","46","Rathan","3",""
"admin.logentry","179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.690Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","45","Rathan","3",""
"admin.logentry","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.693Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","44","Rathan","3",""
"admin.logentry","181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.696Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","43","Rathan","3",""
"admin.logentry","182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.699Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","42","Rathan","3",""
"admin.logentry","183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.701Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","41","Rathan","3",""
"admin.logentry","184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.703Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","40","Rathan","3",""
"admin.logentry","185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.706Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","39","Rathan","3",""
"admin.logentry","186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.708Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","38","Rathan","3",""
"admin.logentry","187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.715Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","37","Rathan","3",""
"admin.logentry","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.720Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","36","Rathan","3",""
"admin.logentry","189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.725Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","35","Rathan","3",""
"admin.logentry","190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.730Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","34","Rathan","3",""
"admin.logentry","191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.736Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","33","Rathan","3",""
"admin.logentry","192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.740Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","32","Rathan","3",""
"admin.logentry","193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.743Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","31","Insta","3",""
"admin.logentry","194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.751Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","30","Insta","3",""
"admin.logentry","195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.754Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","29","Insta","3",""
"admin.logentry","196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.757Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","28","Insta","3",""
"admin.logentry","197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.761Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","27","Insta","3",""
"admin.logentry","198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.769Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","26","Insta","3",""
"admin.logentry","199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.772Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","25","Insta","3",""
"admin.logentry","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.776Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","24","Insta","3",""
"admin.logentry","201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.782Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","23","Insta","3",""
"admin.logentry","202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.788Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","22","Rathan","3",""
"admin.logentry","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.791Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","21","Rathan","3",""
"admin.logentry","204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.796Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","20","Rathan","3",""
"admin.logentry","205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.802Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","19","Rathan","3",""
"admin.logentry","206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.805Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","18","Rathan","3",""
"admin.logentry","207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.808Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","17","Rathan","3",""
"admin.logentry","208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.812Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","16","Rathan","3",""
"admin.logentry","209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.818Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","15","Rathan","3",""
"admin.logentry","210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.821Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","14","Rathan","3",""
"admin.logentry","211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.824Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","13","Rathan","3",""
"admin.logentry","212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.827Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","12","Rathan","3",""
"admin.logentry","213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.833Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","11","Rathan","3",""
"admin.logentry","214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.836Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","10","Rathan","3",""
"admin.logentry","215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.839Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","9","Rathan","3",""
"admin.logentry","216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.843Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","8","Rathan","3",""
"admin.logentry","217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.847Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","7","Rathan","3",""
"admin.logentry","218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.852Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","6","Rathan","3",""
"admin.logentry","219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.855Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","5","Rathan","3",""
"admin.logentry","220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.857Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","4","Rathan","3",""
"admin.logentry","221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.860Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","2","Rathan","3",""
"admin.logentry","222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:11:14.865Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","Rathan","3",""
"admin.logentry","223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:22:04.797Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","2","Test email from mae rugs","1","[{""added"": {}}]"
"admin.logentry","224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:34:22.894Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:34:54.732Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:35:18.090Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:36:27.864Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:37:35.525Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:37:47.574Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T14:38:22.575Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","2","Test email from mae rugs","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T15:04:00.345Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T15:04:10.990Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T15:13:45.648Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T15:21:57.490Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","This is a nice pant","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T15:22:04.215Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","2","Test email from mae rugs","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T15:22:30.826Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","2","Test email from mae rugs","2","[{""changed"": {""fields"": [""Rating""]}}]"
"admin.logentry","237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-16T20:53:23.205Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","Rathan","1","[{""added"": {}}]"
"admin.logentry","238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:29:46.545Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","2","Test email from mae rugs","3",""
"admin.logentry","239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:34:55.624Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","3","Test email from mae rugs","1","[{""added"": {}}]"
"admin.logentry","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:43:12.892Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","2","Rathan","3",""
"admin.logentry","241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:43:23.043Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","3","Test email from mae rugs","3",""
"admin.logentry","242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:44:43.211Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","2","john.doe@gmail.com","2","[{""changed"": {""fields"": [""Is active""]}}]"
"admin.logentry","243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:45:24.592Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","3","John","1","[{""added"": {}}]"
"admin.logentry","244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:48:24.015Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","4","Very nice product","1","[{""added"": {}}]"
"admin.logentry","245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:49:49.714Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","16","rathan.kumar492@gmail.com","2","[{""changed"": {""fields"": [""First name"", ""Last name""]}}]"
"admin.logentry","246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:53:03.027Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","16","rathan.kumar492@gmail.com","2","[{""changed"": {""fields"": [""First name""]}}]"
"admin.logentry","247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:56:27.581Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","4","Very nice product","3",""
"admin.logentry","248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T22:56:33.980Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","3","John","3",""
"admin.logentry","249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T23:08:18.360Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","4","John","1","[{""added"": {}}]"
"admin.logentry","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T23:08:38.165Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","5","Test email from mae rugs","1","[{""added"": {}}]"
"admin.logentry","251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-17T23:09:02.310Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","4","John","2","[{""changed"": {""fields"": [""Profile picture""]}}]"
"admin.logentry","252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-18T19:07:44.254Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","ATX Jeans","2","[{""added"": {""name"": ""productgallery"", ""object"": ""ATX Jeans""}}]"
"admin.logentry","253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-03-18T19:11:24.358Z","1","","","","","","","","","","","","","","","","","","","","","","","null","","1","ATX Jeans","2","[{""added"": {""name"": ""productgallery"", ""object"": ""ATX Jeans""}}]"
